"Time","Event",""
"02:15.795","Environment Burns Seraphija Arinsia Tick  77080 (A: 29498) (U: 131579) (T: 1, C: 0%, D: 0.0%, P/R: 1.00, G: 0.81, M: 0.81, S: 1)--19% damage",""
"02:16.017","Multiple Enemies Combined DoTs Nej'mii Ulmuhii'e Tick  13256 (A: 36361) (U: 49617)",""
"02:16.017","Environment Burns Nej'mii Ulmuhii'e Tick  13256 (A: 36361) (U: 61258) (T: 1, C: 0%, D: 0.0%, P/R: 1.00, G: 0.81, M: 0.81, S: 1)--19% damage",""
"02:16.107","Valigarmanda 2 prepares  Scourge of Fire  on  Hoshi Shoten 30887 (U: 47077)--34% damage",""
"02:16.107","Valigarmanda 2 prepares  Scourge of Fire  on Flann Firebrand 25269 (U: 38514)--34% damage",""
"02:16.107","Valigarmanda 2 prepares  Scourge of Fire  on  Fedrea Reed 14304 (U: 27252)--48% damage",""
"02:16.107","Valigarmanda 2 prepares  Scourge of Fire  on Seraphija Arinsia 67620 (U: 103064)--34% damage",""
"02:16.107","Valigarmanda 1 prepares  Scourge of Fire  on  Nephelia Sol'aria 21745 (U: 33143)--34% damage",""
"02:16.107","Valigarmanda 1 prepares  Scourge of Fire  on Snow Wishzz 26603 (U: 40548)--34% damage",""
"02:16.107","Valigarmanda 1 prepares  Scourge of Fire  on Nej'mii Ulmuhii'e 62723 (U: 95600)--34% damage",""
"02:16.107","Valigarmanda 1 prepares  Scourge of Fire  on  Varka Das'tral--34% damage",""
"02:16.108","Multiple Enemies Combined DoTs  Fedrea Reed Tick  52765 (U: 52765)",""
"02:16.108","Environment Burns  Fedrea Reed Tick  52765 (U: 81177) (T: 1, C: 0%, D: 0.0%, P/R: 1.00, G: 0.65, M: 0.65, S: 1)--35% damage",""
"02:16.731","Valigarmanda 2 Scourge of Fire  Hoshi Shoten 30887 (A: 27965) (U: 89701, M: 30849, 34.39%)",""
"02:16.731","Valigarmanda 1 Scourge of Fire  Nephelia Sol'aria 21745 (A: 37113) (U: 89710, M: 30852, 34.39%)",""
"02:16.775","Valigarmanda 2 Scourge of Fire Flann Firebrand 25269 (A: 38566) (U: 97295, M: 33460, 34.39%)",""
"02:16.775","Valigarmanda 1 Scourge of Fire Snow Wishzz 26603 (A: 29550) (U: 85588, M: 29435, 34.39%)",""
"02:16.819","Valigarmanda 2 Scourge of Fire  Fedrea Reed 14304 (A: 18882) (U: 63227, M: 30041, 47.51%)",""
"02:16.819","Valigarmanda 1 Scourge of Fire Nej'mii Ulmuhii'e 62723 (U: 95600, M: 32877, 34.39%)",""
"02:16.864","Valigarmanda 2 Scourge of Fire Seraphija Arinsia 54069 (O: 13551) (U: 103064, M: 35444, 34.39%)",""
"02:16.864","Valigarmanda 1 Scourge of Fire  Varka Das'tral (A: 39375)",""
"02:17.709","Valigarmanda prepares  attack  on  Fedrea Reed 20160 (U: 38409)--48% damage",""
"02:18.688","Valigarmanda attack  Fedrea Reed 20160 (U: 38409, M: 18249, 47.51%)",""
